FinancialYear,Month,ReportDate,Metric_name,SiteDesc,Business_Unit,Indicator_Code,Performance,Remarks
2019/2020,May,01/05/2019,Non-elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,CQ008,0.3125,
2019/2020,May,01/05/2019,Non-elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ008,0,
2019/2020,May,01/05/2019,Non-elective Mean Length Of Stay,Others,Barnet Hospital,CQ008,0,
2019/2020,May,01/05/2019,Non-elective Mean Length Of Stay,Others,Chase Farm Hospital,CQ008,1,
2019/2020,May,01/05/2019,Non-elective Mean Length Of Stay,Others,Group Clinical Services,CQ008,0,
2019/2020,May,01/05/2019,Non-elective Mean Length Of Stay,Others,Missing,CQ008,0,
2019/2020,May,01/05/2019,Non-elective Mean Length Of Stay,Others,Royal Free Hospital,CQ008,0,
2019/2020,May,01/05/2019,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ008,1.913531353,
2019/2020,May,01/05/2019,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ008,7.5,
2019/2020,May,01/05/2019,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ008,2,
2019/2020,May,01/05/2019,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ008,6.317894737,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Barnet Hospital,CQ008,2.725602028,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Group Clinical Services,CQ008,0,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Missing,CQ008,0,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,BARNET HOSPITAL,Royal Free Hospital,CQ008,9.609756098,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,CQ008,0.5,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Missing,CQ008,32,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,CQ008,0,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,Others,Barnet Hospital,CQ008,0,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,Others,Group Clinical Services,CQ008,0,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,Others,Royal Free Hospital,CQ008,0,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Barnet Hospital,CQ008,1.721938776,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Group Clinical Services,CQ008,0,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Missing,CQ008,0,
2019/2020,Sep,01/09/2019,Non-elective Mean Length Of Stay,ROYAL FREE HOSPITAL,Royal Free Hospital,CQ008,6.984678845,
2019/2020,Apr,01/04/2019,Dementia Delerium_Admitted,BARNET HOSPITAL,Barnet Hospital,DD001,0.828644501,
2019/2020,Apr,01/04/2019,Dementia Delerium_Admitted,ROYAL FREE HOSPITAL,Royal Free Hospital,DD001,0.772727273,
2019/2020,Aug,01/08/2019,Dementia Delerium_Admitted,BARNET HOSPITAL,Barnet Hospital,DD001,0.81865285,
2019/2020,Aug,01/08/2019,Dementia Delerium_Admitted,ROYAL FREE HOSPITAL,Royal Free Hospital,DD001,0.7375,
2019/2020,Jul,01/07/2019,Dementia Delerium_Admitted,BARNET HOSPITAL,Barnet Hospital,DD001,0.849726776,
2019/2020,Jul,01/07/2019,Dementia Delerium_Admitted,ROYAL FREE HOSPITAL,Royal Free Hospital,DD001,0.781954887,
2019/2020,Jun,01/06/2019,Dementia Delerium_Admitted,BARNET HOSPITAL,Barnet Hospital,DD001,0.852173913,
2019/2020,Jun,01/06/2019,Dementia Delerium_Admitted,ROYAL FREE HOSPITAL,Royal Free Hospital,DD001,0.811926606,
2019/2020,May,01/05/2019,Dementia Delerium_Admitted,BARNET HOSPITAL,Barnet Hospital,DD001,0.853025937,
2019/2020,May,01/05/2019,Dementia Delerium_Admitted,ROYAL FREE HOSPITAL,Royal Free Hospital,DD001,0.810185185,
2019/2020,Apr,01/04/2019,Dementia Delerium_Admitted & Assessed,BARNET HOSPITAL,Barnet Hospital,DD002,1,
2019/2020,Apr,01/04/2019,Dementia Delerium_Admitted & Assessed,ROYAL FREE HOSPITAL,Royal Free Hospital,DD002,0.995098039,
2019/2020,Aug,01/08/2019,Dementia Delerium_Admitted & Assessed,BARNET HOSPITAL,Barnet Hospital,DD002,1,
2019/2020,Aug,01/08/2019,Dementia Delerium_Admitted & Assessed,ROYAL FREE HOSPITAL,Royal Free Hospital,DD002,1,
2019/2020,Jul,01/07/2019,Dementia Delerium_Admitted & Assessed,BARNET HOSPITAL,Barnet Hospital,DD002,1,
2019/2020,Jul,01/07/2019,Dementia Delerium_Admitted & Assessed,ROYAL FREE HOSPITAL,Royal Free Hospital,DD002,1,
2019/2020,Jun,01/06/2019,Dementia Delerium_Admitted & Assessed,BARNET HOSPITAL,Barnet Hospital,DD002,1,
2019/2020,Jun,01/06/2019,Dementia Delerium_Admitted & Assessed,ROYAL FREE HOSPITAL,Royal Free Hospital,DD002,1,
2019/2020,May,01/05/2019,Dementia Delerium_Admitted & Assessed,BARNET HOSPITAL,Barnet Hospital,DD002,1,
2019/2020,May,01/05/2019,Dementia Delerium_Admitted & Assessed,ROYAL FREE HOSPITAL,Royal Free Hospital,DD002,1,
2019/2020,Apr,01/04/2019,Dementia Delerium_Admitted & Referred,BARNET HOSPITAL,Barnet Hospital,DD003,0,
2019/2020,Apr,01/04/2019,Dementia Delerium_Admitted & Referred,ROYAL FREE HOSPITAL,Royal Free Hospital,DD003,1,
2019/2020,Aug,01/08/2019,Dementia Delerium_Admitted & Referred,BARNET HOSPITAL,Barnet Hospital,DD003,0.4,
2019/2020,Aug,01/08/2019,Dementia Delerium_Admitted & Referred,ROYAL FREE HOSPITAL,Royal Free Hospital,DD003,1,
2019/2020,Jul,01/07/2019,Dementia Delerium_Admitted & Referred,BARNET HOSPITAL,Barnet Hospital,DD003,0,
2019/2020,Jul,01/07/2019,Dementia Delerium_Admitted & Referred,ROYAL FREE HOSPITAL,Royal Free Hospital,DD003,1,
2019/2020,Jun,01/06/2019,Dementia Delerium_Admitted & Referred,BARNET HOSPITAL,Barnet Hospital,DD003,1,
2019/2020,Jun,01/06/2019,Dementia Delerium_Admitted & Referred,ROYAL FREE HOSPITAL,Royal Free Hospital,DD003,1,
2019/2020,May,01/05/2019,Dementia Delerium_Admitted & Referred,BARNET HOSPITAL,Barnet Hospital,DD003,1,
2019/2020,May,01/05/2019,Dementia Delerium_Admitted & Referred,ROYAL FREE HOSPITAL,Royal Free Hospital,DD003,1,
2019/2020,Apr,01/04/2019,Volume of Delayed Transfers of Care (DTOC),BARNET HOSPITAL,Barnet Hospital,DT001,462,
2019/2020,Apr,01/04/2019,Volume of Delayed Transfers of Care (DTOC),CHASE FARM HOSPITAL,Chase Farm Hospital,DT001,0,
2019/2020,Apr,01/04/2019,Volume of Delayed Transfers of Care (DTOC),ROYAL FREE HOSPITAL,Royal Free Hospital,DT001,348,
2019/2020,Aug,01/08/2019,Volume of Delayed Transfers of Care (DTOC),BARNET HOSPITAL,Barnet Hospital,DT001,489,
2019/2020,Aug,01/08/2019,Volume of Delayed Transfers of Care (DTOC),CHASE FARM HOSPITAL,Chase Farm Hospital,DT001,0,
2019/2020,Aug,01/08/2019,Volume of Delayed Transfers of Care (DTOC),ROYAL FREE HOSPITAL,Royal Free Hospital,DT001,499,
2019/2020,Jul,01/07/2019,Volume of Delayed Transfers of Care (DTOC),BARNET HOSPITAL,Barnet Hospital,DT001,645,
2019/2020,Jul,01/07/2019,Volume of Delayed Transfers of Care (DTOC),CHASE FARM HOSPITAL,Chase Farm Hospital,DT001,0,
2019/2020,Jul,01/07/2019,Volume of Delayed Transfers of Care (DTOC),ROYAL FREE HOSPITAL,Royal Free Hospital,DT001,547,
2019/2020,Jun,01/06/2019,Volume of Delayed Transfers of Care (DTOC),BARNET HOSPITAL,Barnet Hospital,DT001,611,
2019/2020,Jun,01/06/2019,Volume of Delayed Transfers of Care (DTOC),CHASE FARM HOSPITAL,Chase Farm Hospital,DT001,0,
2019/2020,Jun,01/06/2019,Volume of Delayed Transfers of Care (DTOC),ROYAL FREE HOSPITAL,Royal Free Hospital,DT001,403,
2019/2020,May,01/05/2019,Volume of Delayed Transfers of Care (DTOC),BARNET HOSPITAL,Barnet Hospital,DT001,551,
2019/2020,May,01/05/2019,Volume of Delayed Transfers of Care (DTOC),CHASE FARM HOSPITAL,Chase Farm Hospital,DT001,0,
2019/2020,May,01/05/2019,Volume of Delayed Transfers of Care (DTOC),ROYAL FREE HOSPITAL,Royal Free Hospital,DT001,377,
2019/2020,Sep,01/09/2019,Volume of Delayed Transfers of Care (DTOC),BARNET HOSPITAL,Barnet Hospital,DT001,573,
2019/2020,Sep,01/09/2019,Volume of Delayed Transfers of Care (DTOC),CHASE FARM HOSPITAL,Chase Farm Hospital,DT001,0,
2019/2020,Sep,01/09/2019,Volume of Delayed Transfers of Care (DTOC),ROYAL FREE HOSPITAL,Royal Free Hospital,DT001,465,
2019/2020,Apr,01/04/2019,Average daily bed consumption at 90% occupancy,BARNET HOSPITAL,Barnet Hospital,DT002,16.94,
2019/2020,Apr,01/04/2019,Average daily bed consumption at 90% occupancy,CHASE FARM HOSPITAL,Chase Farm Hospital,DT002,0,
2019/2020,Apr,01/04/2019,Average daily bed consumption at 90% occupancy,ROYAL FREE HOSPITAL,Royal Free Hospital,DT002,12.76,
2019/2020,Aug,01/08/2019,Average daily bed consumption at 90% occupancy,BARNET HOSPITAL,Barnet Hospital,DT002,17.3516129,
2019/2020,Aug,01/08/2019,Average daily bed consumption at 90% occupancy,CHASE FARM HOSPITAL,Chase Farm Hospital,DT002,0,
2019/2020,Aug,01/08/2019,Average daily bed consumption at 90% occupancy,ROYAL FREE HOSPITAL,Royal Free Hospital,DT002,17.70645161,
2019/2020,Jul,01/07/2019,Average daily bed consumption at 90% occupancy,BARNET HOSPITAL,Barnet Hospital,DT002,22.88709677,
2019/2020,Jul,01/07/2019,Average daily bed consumption at 90% occupancy,CHASE FARM HOSPITAL,Chase Farm Hospital,DT002,0,
2019/2020,Jul,01/07/2019,Average daily bed consumption at 90% occupancy,ROYAL FREE HOSPITAL,Royal Free Hospital,DT002,19.40967742,
2019/2020,Jun,01/06/2019,Average daily bed consumption at 90% occupancy,BARNET HOSPITAL,Barnet Hospital,DT002,22.40333333,
2019/2020,Jun,01/06/2019,Average daily bed consumption at 90% occupancy,CHASE FARM HOSPITAL,Chase Farm Hospital,DT002,0,
2019/2020,Jun,01/06/2019,Average daily bed consumption at 90% occupancy,ROYAL FREE HOSPITAL,Royal Free Hospital,DT002,14.77666667,
2019/2020,May,01/05/2019,Average daily bed consumption at 90% occupancy,BARNET HOSPITAL,Barnet Hospital,DT002,19.5516129,
2019/2020,May,01/05/2019,Average daily bed consumption at 90% occupancy,CHASE FARM HOSPITAL,Chase Farm Hospital,DT002,0,
2019/2020,May,01/05/2019,Average daily bed consumption at 90% occupancy,ROYAL FREE HOSPITAL,Royal Free Hospital,DT002,13.37741935,
2019/2020,Sep,01/09/2019,Average daily bed consumption at 90% occupancy,BARNET HOSPITAL,Barnet Hospital,DT002,21.01,
2019/2020,Sep,01/09/2019,Average daily bed consumption at 90% occupancy,CHASE FARM HOSPITAL,Chase Farm Hospital,DT002,0,
2019/2020,Sep,01/09/2019,Average daily bed consumption at 90% occupancy,ROYAL FREE HOSPITAL,Royal Free Hospital,DT002,17.05,
2019/2020,Apr,01/04/2019,Proportion of DTOC atttributed to social/external factors,BARNET HOSPITAL,Barnet Hospital,DT003,0.207792208,
2019/2020,Apr,01/04/2019,Proportion of DTOC atttributed to social/external factors,CHASE FARM HOSPITAL,Chase Farm Hospital,DT003,0,
2019/2020,Apr,01/04/2019,Proportion of DTOC atttributed to social/external factors,ROYAL FREE HOSPITAL,Royal Free Hospital,DT003,0.563218391,
2019/2020,Aug,01/08/2019,Proportion of DTOC atttributed to social/external factors,BARNET HOSPITAL,Barnet Hospital,DT003,0.207792208,
2019/2020,Aug,01/08/2019,Proportion of DTOC atttributed to social/external factors,CHASE FARM HOSPITAL,Chase Farm Hospital,DT003,0,
2019/2020,Aug,01/08/2019,Proportion of DTOC atttributed to social/external factors,ROYAL FREE HOSPITAL,Royal Free Hospital,DT003,0.563218391,
2019/2020,Jul,01/07/2019,Proportion of DTOC atttributed to social/external factors,BARNET HOSPITAL,Barnet Hospital,DT003,0.207792208,
2019/2020,Jul,01/07/2019,Proportion of DTOC atttributed to social/external factors,CHASE FARM HOSPITAL,Chase Farm Hospital,DT003,0,
2019/2020,Jul,01/07/2019,Proportion of DTOC atttributed to social/external factors,ROYAL FREE HOSPITAL,Royal Free Hospital,DT003,0.563218391,
2019/2020,Jun,01/06/2019,Proportion of DTOC atttributed to social/external factors,BARNET HOSPITAL,Barnet Hospital,DT003,0.207792208,
2019/2020,Jun,01/06/2019,Proportion of DTOC atttributed to social/external factors,CHASE FARM HOSPITAL,Chase Farm Hospital,DT003,0,
2019/2020,Jun,01/06/2019,Proportion of DTOC atttributed to social/external factors,ROYAL FREE HOSPITAL,Royal Free Hospital,DT003,0.563218391,
2019/2020,May,01/05/2019,Proportion of DTOC atttributed to social/external factors,BARNET HOSPITAL,Barnet Hospital,DT003,0.207792208,
2019/2020,May,01/05/2019,Proportion of DTOC atttributed to social/external factors,CHASE FARM HOSPITAL,Chase Farm Hospital,DT003,0,
2019/2020,May,01/05/2019,Proportion of DTOC atttributed to social/external factors,ROYAL FREE HOSPITAL,Royal Free Hospital,DT003,0.563218391,
2019/2020,Sep,01/09/2019,Proportion of DTOC atttributed to social/external factors,BARNET HOSPITAL,Barnet Hospital,DT003,0.284467714,
2019/2020,Sep,01/09/2019,Proportion of DTOC atttributed to social/external factors,CHASE FARM HOSPITAL,Chase Farm Hospital,DT003,0,
2019/2020,Sep,01/09/2019,Proportion of DTOC atttributed to social/external factors,ROYAL FREE HOSPITAL,Royal Free Hospital,DT003,0.52688172,
2019/2020,Apr,01/04/2019,MRSA number of cases against plan,BARNET HOSPITAL,NA,HQU01,0,
2019/2020,Apr,01/04/2019,MRSA number of cases against plan,CHASE FARM HOSPITAL,NA,HQU01,0,
2019/2020,Apr,01/04/2019,MRSA number of cases against plan,ROYAL FREE HOSPITAL,NA,HQU01,0,
2019/2020,Aug,01/08/2019,MRSA number of cases against plan,BARNET HOSPITAL,NA,HQU01,0,
2019/2020,Aug,01/08/2019,MRSA number of cases against plan,CHASE FARM HOSPITAL,NA,HQU01,0,
2019/2020,Aug,01/08/2019,MRSA number of cases against plan,ROYAL FREE HOSPITAL,NA,HQU01,0,
2019/2020,Jul,01/07/2019,MRSA number of cases against plan,BARNET HOSPITAL,NA,HQU01,0,
2019/2020,Jul,01/07/2019,MRSA number of cases against plan,CHASE FARM HOSPITAL,NA,HQU01,0,
2019/2020,Jul,01/07/2019,MRSA number of cases against plan,ROYAL FREE HOSPITAL,NA,HQU01,0,
2019/2020,Jun,01/06/2019,MRSA number of cases against plan,BARNET HOSPITAL,NA,HQU01,0,
2019/2020,Jun,01/06/2019,MRSA number of cases against plan,CHASE FARM HOSPITAL,NA,HQU01,0,
2019/2020,Jun,01/06/2019,MRSA number of cases against plan,ROYAL FREE HOSPITAL,NA,HQU01,0,
2019/2020,May,01/05/2019,MRSA number of cases against plan,BARNET HOSPITAL,NA,HQU01,0,
2019/2020,May,01/05/2019,MRSA number of cases against plan,CHASE FARM HOSPITAL,NA,HQU01,0,
2019/2020,May,01/05/2019,MRSA number of cases against plan,ROYAL FREE HOSPITAL,NA,HQU01,0,
2019/2020,Sep,01/09/2019,MRSA number of cases against plan,BARNET HOSPITAL,NA,HQU01,0,
2019/2020,Sep,01/09/2019,MRSA number of cases against plan,CHASE FARM HOSPITAL,NA,HQU01,0,
2019/2020,Sep,01/09/2019,MRSA number of cases against plan,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU01,1,
2019/2020,Apr,01/04/2019,C Difficile number of cases against plan,BARNET HOSPITAL,Barnet Hospital,HQU02,1,
2019/2020,Apr,01/04/2019,C Difficile number of cases against plan,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU02,3,
2019/2020,Aug,01/08/2019,C Difficile number of cases against plan,BARNET HOSPITAL,Barnet Hospital,HQU02,2,
2019/2020,Aug,01/08/2019,C Difficile number of cases against plan,BARNET HOSPITAL,Royal Free Hospital,HQU02,1,
2019/2020,Aug,01/08/2019,C Difficile number of cases against plan,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU02,2,
2019/2020,Jul,01/07/2019,C Difficile number of cases against plan,BARNET HOSPITAL,Barnet Hospital,HQU02,2,
2019/2020,Jul,01/07/2019,C Difficile number of cases against plan,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU02,4,
2019/2020,Jun,01/06/2019,C Difficile number of cases against plan,BARNET HOSPITAL,Barnet Hospital,HQU02,5,
2019/2020,Jun,01/06/2019,C Difficile number of cases against plan,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU02,8,
2019/2020,May,01/05/2019,C Difficile number of cases against plan,BARNET HOSPITAL,Barnet Hospital,HQU02,1,
2019/2020,May,01/05/2019,C Difficile number of cases against plan,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU02,3,
2019/2020,Sep,01/09/2019,C Difficile number of cases against plan,BARNET HOSPITAL,Barnet Hospital,HQU02,4,
2019/2020,Sep,01/09/2019,C Difficile number of cases against plan,BARNET HOSPITAL,NA,HQU02,1,
2019/2020,Sep,01/09/2019,C Difficile number of cases against plan,ROYAL FREE HOSPITAL,Barnet Hospital,HQU02,1,
2019/2020,Apr,01/04/2019,Mixed sex accommodation numbers of breaches,BARNET HOSPITAL,Barnet Hospital,HQU08,47,
2019/2020,Apr,01/04/2019,Mixed sex accommodation numbers of breaches,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU08,5,
2019/2020,Aug,01/08/2019,Mixed sex accommodation numbers of breaches,BARNET HOSPITAL,Barnet Hospital,HQU08,39,
2019/2020,Aug,01/08/2019,Mixed sex accommodation numbers of breaches,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU08,7,
2019/2020,Jul,01/07/2019,Mixed sex accommodation numbers of breaches,BARNET HOSPITAL,Barnet Hospital,HQU08,45,
2019/2020,Jul,01/07/2019,Mixed sex accommodation numbers of breaches,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU08,3,
2019/2020,Jun,01/06/2019,Mixed sex accommodation numbers of breaches,BARNET HOSPITAL,Barnet Hospital,HQU08,39,
2019/2020,Jun,01/06/2019,Mixed sex accommodation numbers of breaches,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU08,17,
2019/2020,May,01/05/2019,Mixed sex accommodation numbers of breaches,BARNET HOSPITAL,Barnet Hospital,HQU08,46,
2019/2020,May,01/05/2019,Mixed sex accommodation numbers of breaches,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU08,6,
2019/2020,Sep,01/09/2019,Mixed sex accommodation numbers of breaches,BARNET HOSPITAL,Barnet Hospital,HQU08,44,
2019/2020,Sep,01/09/2019,Mixed sex accommodation numbers of breaches,ROYAL FREE HOSPITAL,Royal Free Hospital,HQU08,14,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Barnet Hospital,HQU16,374,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Central,HQU16,0,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Group Clinical Services,HQU16,0,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Royal Free Hospital,HQU16,2,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (All),EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,HQU16,0,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (All),EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,0,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (All),Others,Barnet Hospital,HQU16,0,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (All),Others,Royal Free Hospital,HQU16,0,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,276,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,0,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Missing,HQU16,0,
2019/2020,Apr,01/04/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,345,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Barnet Hospital,HQU16,361,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Group Clinical Services,HQU16,0,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Missing,HQU16,0,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Royal Free Hospital,HQU16,1,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (All),EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,HQU16,0,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (All),EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,0,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (All),Others,Barnet Hospital,HQU16,0,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (All),Others,Group Clinical Services,HQU16,0,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (All),Others,Royal Free Hospital,HQU16,0,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,370,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,0,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Missing,HQU16,0,
2019/2020,Aug,01/08/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,314,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Barnet Hospital,HQU16,450,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Group Clinical Services,HQU16,0,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Royal Free Hospital,HQU16,0,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (All),EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,HQU16,0,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (All),EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,2,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (All),Others,Barnet Hospital,HQU16,0,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (All),Others,Group Clinical Services,HQU16,0,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (All),Others,Royal Free Hospital,HQU16,0,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,360,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,2,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Missing,HQU16,0,
2019/2020,Jul,01/07/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,362,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Barnet Hospital,HQU16,376,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Group Clinical Services,HQU16,0,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Missing,HQU16,0,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Royal Free Hospital,HQU16,3,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,HQU16,0,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,0,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),Others,Barnet Hospital,HQU16,1,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),Others,Group Clinical Services,HQU16,0,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),Others,Royal Free Hospital,HQU16,0,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),Others,NA,HQU16,0,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,295,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,0,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Missing,HQU16,0,
2019/2020,Jun,01/06/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,338,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Barnet Hospital,HQU16,348,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Royal Free Hospital,HQU16,2,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (All),EDGWARE COMMUNITY HOSPITAL,Barnet Hospital,HQU16,0,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (All),EDGWARE COMMUNITY HOSPITAL,Royal Free Hospital,HQU16,0,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (All),Others,Barnet Hospital,HQU16,0,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (All),Others,Chase Farm Hospital,HQU16,0,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (All),Others,Group Clinical Services,HQU16,0,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (All),Others,Missing,HQU16,0,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (All),Others,Royal Free Hospital,HQU16,0,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Barnet Hospital,HQU16,310,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Group Clinical Services,HQU16,1,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Missing,HQU16,0,
2019/2020,May,01/05/2019,Emergency Readmissions 30 Days (All),ROYAL FREE HOSPITAL,Royal Free Hospital,HQU16,342,
2019/2020,Sep,01/09/2019,Emergency Readmissions 30 Days (All),BARNET HOSPITAL,Barnet Hospital,HQU16,350,
